id,city,country,fullStreetAddress,postalCode,stateOrProvince,unitNumber,bathrooms,bedrooms,listingDescription,listingTitle,latitude,longitude,listPrice,livingArea,livingAreaUnit,yearBuilt,lotSize,lotSizeUnit,propertySubType,listingCategory,numParkingSpaces,createdAt,geocodioAccuracyScore,photoscount,grade
2696077,Homestead,US,1281 NE 41st Pl,33033,FL,,2,4,"Remarkable 1 story home featuring 4 bedrooms, 2 baths and a 2 car garage.  Tiled throughout, gorgeous updated & remodeled white kitchen with thick white quartz countertops, and high end appliances.  Wonderful gated community with 24 hour security.  New surveillance cameras installed throughout community and accessible on your cell phone.  Easy to show through Show Assist.","R30-no Pool/No Water, Single Family - Homestead, FL",,,279000,2270,squareFoot,2005,5227.2,squareFoot,Single Family Detached,Purchase,2,2019-02-21 14:20:58.701+00,,29,awesome
2696070,Miami,US,1881 SW 88th Ave,33165,FL,,2,3,"Great Location!!! This Pool Home is very comfortable and ideal for a large family. Living Room, Dining Room and Master room has French doors that opens to pool. Large open Terrace for entertaining. Wood fence for privacy at pool area. Spacious kitchen. This property has an attached two bedroom apartment, ideal for in laws. Private entrance. Room to park many cars. Needs to be seen to appreciate. Owner motivated.","Pool Only, Single Family - Miami, FL",,,515900,2570,squareFoot,1958,18295.2,squareFoot,Single Family Detached,Purchase,0,2019-02-21 14:20:38.055+00,,29,awesome
2696029,Homestead,US,27320 SW 167th Ct,33031,FL,,2,4,"Redlands  well-kept 4/2 single family home that sits on top of  a half  acre lot size.  With plenty of space for your trucks, trailers, boats, and even an RV.  7 avocado trees, 5 mango trees, 2 sour oranges and a few others.  This home is in immaculate condition with all matching, stainless-steel, high efficiency, Samsung appliances (stove, dishwasher, refrigerator, washer, dryer) that are only approximately one year old. Instillation of a new energy efficient air conditioner was done on December 2017. Ring doorbell, security cameras, alarm system and hurricane shutters for all exterior doors and windows. The back yard is fully fenced for privacy and security along with a storage shed (10 feet by 20 feet).  Schedule a private showing.","R30-no Pool/No Water, Single Family - Homestead, FL",,,415000,2624,squareFoot,2000,18295.2,squareFoot,Single Family Detached,Purchase,2,2019-02-21 14:20:14.914+00,,29,awesome
2696021,Aventura,US,3475 N COUNTRY CLUB DR,33180,FL,314,1,1,"Wonderful opportunity to live in canalfront building located in the heart of the ""City of Aventura"", walking distance to everything: Aventura Mall, Banks, Pharmacy, Supermarkets, stores, restaurants, etc. and near to the beach too. Gorgeous renovated unit with a lot of details: beautiful and spacious kitchen with granite top and stain steel appliances, modern doors, renovated bathroom with details of lighting and sound, lot of storage (closets) with enough space. Basic cable and wifi included. Please use showing request or call/txt listing agent for showing it. Ready to move!. Please send offer with Rental Application, proof of income and/or bank statements, copy of ID & credit report.","Residential Rental, Condo/Co-op/Annual - Aventura, FL",,,1550,,squareFoot,1971,,squareFoot,Condominium,Rent,1,2019-02-21 14:20:00.88+00,,29,awesome
2695964,Bay Harbor Islands,US,10350 W BAY HARBOR DR,33154,FL,8L,1,1,"Completely remodeled just finished never lived in this new immaculate large 1 bed 1 bath+ Den  the unit . High impact windows , nice size balcony . Build located  on the water with a nice heated pool, boat dock to pick up and drop off ,tiki hut for BBQ , nice community to live and party by the pool ! good size gym . located close to the beach and walking distance to Bal Harbor shops. perfect location if you work on the beach or on biscayne as it is on the middle ! this is a beautiful unit don't be afraid to show your client will love it ..i forgot there is a walk in Closet !","Residential Rental, Condo/Co-op/Annual - Bay Harbor Islands, FL",,,2100,,squareFoot,1966,,squareFoot,Condominium,Rent,1,2019-02-21 14:19:17.009+00,,29,awesome
2695913,Miramar,US,3822 SW 171st Ave,33027,FL,,3,4,"Beautiful 4 Bedrooms 2.5 Bathrooms with attached garage, located in prestigious Nautica West Miramar. Large master bedroom with walk-in closet and big backyard.
Resort style gated community with: Exercise room, beautiful pool, tennis courts, basketball court and clubhouse. Great location, near I-75, parks, shopping and hospitals.
Two different entrances/exits, one to Miramar Parkway and the other to the 172 Ave. Walking distance to Target, Marshalls, Home Depot, CVS, Citibank, Chase, restaurants, etc. 
Spacious and bright kitchen, with granite countertops and stainless-steel appliances and  electric water heater. Available from March 31 2019. Require first month, last month and security deposit.","Residential Rental, Townhouse/Villa-annual - Miramar, FL",,,2550,,squareFoot,2002,4791.6,squareFoot,Townhouse,Rent,1,2019-02-21 14:17:47.49+00,,29,awesome
2695219,Montgomery,US,354 Monette Street,36109,AL,,2,3,"A MUST SEE!  This home completely UPDATED, is in great condition and is in the HEART of Dalraida.  This home has a new HVAC, new large shed, carpet, wiring, wood like floors and appliances. You will fall in LOVE with the beautiful barn doors.  This home has 3 bedrooms and 2 bathrooms, a den/family room, living room and an eat-in kitchen.  The kitchen is open to living room and it also has a great bar area.  Extra large family room with fireplace and built-ins.  All the bedroom are spacious. Extra large master with huge walk in closet and gorgeous updated bath with tub, large shower and hard tile. A really large laundry room.  This home is located on a hug lot and it is on a dead end culdesac.  This home has a beautiful covered front porch and a covered back patio.  The backyard has a BRAND NEW privacy fence.  Awesome deck on back too. Do not let this one pass you by! Just down the road from Dalraida Rlementaeg, Gunter Air Force base, and new restaurants and grocery stores.","Single Family - Montgomery, AL",,,125000,2052,squareFoot,1954,16988.4,squareFoot,Single Family Detached,Purchase,,2019-02-21 14:07:24.598+00,,29,awesome
2695207,Ramer,US,18922 Meriwether Trail,36069,AL,,2,3,"Great priced home on 2 acres in desirable Pine Level Community! Home feature new wood floors and brand new carpet through out. The spacious living room has sliding glass door giving you access to the new wood deck and views of the large wooded 2 acre lot. The kitchen features stainless appliances, built in microwave, and a tile back splash. The master bedroom features a walk in closet. Call today to view this home!","Single Family - Ramer, AL",,,82900,1064,squareFoot,2007,96267.6,squareFoot,Single Family Detached,Purchase,,2019-02-21 14:07:17.117+00,,29,awesome
2683453,Las Vegas,US,4430 PEACEFUL HARBOR Street,89129,NV,,3,3,"REMARKABLE 2-STORY HOME IN GATED COMMUNITY BOASTING 3 BEDROOMS PLUS A LOFT, 2.5 BATHS AND A 2-CAR GARAGE. SEPARATE LIVING AND FAMILY ROOMS. REFRIGERATOR, WASHER AND DRYER INCLUDED. TENANTS TO VERIFY SCHOOLS.","Residential Rental, Single Family - Las Vegas, NV",,,1595,2005,squareFoot,2004,4791.6,squareFoot,Single Family Detached,Rent,,2019-02-21 12:12:47.234+00,,35,awesome
2683452,Las Vegas,US,6640 ABRUZZI Drive,89084,NV,203,2,3,"Immaculate 2nd floor unit with high ceilings,spacious living room 2 bedrooms and a DEN could be 3rd bedroom. Kitchen with ample cabinets/corrian countertop. Separate dining area leads out to charming balcony. Master suite has walk-in closet/custom built in organizers. Master bath has dual vanities and over sized shower Easy-care ceramic tile. Garage right below 
unit.","Residential Rental, Condo - Las Vegas, NV",,,1200,1255,squareFoot,2006,,squareFoot,Condominium,Rent,,2019-02-21 12:12:47.198+00,,50,awesome
2683451,Las Vegas,US,3473 VILLA KNOLLS SOUTH Drive,89120,NV,,2,3,"B-E-AUTIFUL Townhouse w/3 spacious Bedrooms 1 1/2 Baths & a darling fenced in patio. This charming unit features a large living area w/dinning area fully tiled, great sized Kitchen w/ ample cabinets. The 3 spacious bedrooms have wood-like flooring! Appliances included~Refrigerator, Dishwasher & Stove. Well kept Community w/an abundance of greenery & trees. Property is located near public transportation, shops, restaurants & McCarron Airport.","Townhouse, Residential Rental - Las Vegas, NV",,,1100,1026,squareFoot,1972,871.2,squareFoot,Townhouse,Rent,,2019-02-21 12:12:47.153+00,,40,awesome
2683450,Las Vegas,US,555 SILVERADO RANCH Boulevard,89123,NV,1009,2,2,"B-E-AUTIFUL 2 bedroom 1st floor unit! This home features 2 great sized bedrooms 2 full bathrooms and open floor plan with a great view outside of the oversized balcony! Located in a well maintained gated Silverado Ranch community with a pool, an abundance of walk ways & grassy areas!*Clean & READY FOR IMMEDIATE MOVE IN!*Apply online today!","Residential Rental, Condo - Las Vegas, NV",,,1000,960,squareFoot,1999,,squareFoot,Condominium,Rent,,2019-02-21 12:12:47.046+00,,47,awesome
2683449,North Las Vegas,US,5912 FOREST CREEK Road,89031,NV,0,3,4,Great 4 Bedroom spacious home over 2000 sq ft. Kitchen is open with plenty of storage and counter space. Backyard is easily maintained with pavers throughout. Downstairs has tiled flooring and plenty of lighting. Oversized master bedroom and vinyl flooring throughout upstairs.,"Residential Rental, Single Family - North Las Vegas, NV",,,1495,2047,squareFoot,2000,6098.4,squareFoot,Single Family Detached,Rent,,2019-02-21 12:12:47.043+00,,35,awesome
2683448,Las Vegas,US,9050 TROPICANA Avenue,89147,NV,1171,4,3,"~TRULY IMPECCABLE UPGRADED PARTIALLY FURNISHED condo!~Corner unit with it's own private patio & oversized balcony. GORGEOUS gormet kitchen with custom cabinets, stainless steel appliances & lots of storage space. Stunning OPEN FLOOR PLAN with separate lower level bed/bath. Spacious 2 car garage. Community features: 24 hour pool and gym. BONUS Partial view of strip from 2nd and 3rd floors!~","Residential Rental, Condo - Las Vegas, NV",,,1900,1584,squareFoot,2007,,squareFoot,Condominium,Rent,,2019-02-21 12:12:46.824+00,,48,awesome
2683446,Las Vegas,US,3999 SPANISH BARB Street,89122,NV,,2,3,SINGLE STORY Home in a GUARD~GATED - GOLF Community . A very popular open floor plan with WOOD Laminate & TILE Flooring. GRANITE COUNTER TOP with Mosaic Kitchen Back Splash. Stainless Steel Appliances with plenty of Counter Top Space. A pretty good size Dining Area separate from the Great Room Area. Covered Patio with No Maintenance Backyard Landscaping.,"Single Family Residential - Las Vegas, NV",,,269900,1673,squareFoot,2008,5227.2,squareFoot,Single Family Detached,Purchase,,2019-02-21 12:12:44.181+00,,35,awesome
2683444,Las Vegas,US,6222 RUBY KINGLET Street,89148,NV,,3,3,NO HOA! On this BEAUTIFUL 2 Story home with Brand New Interior and Exterior paint. Easy maintenance landscaping with Almost 2500 Sq.Ft with 3 Bedrooms and an OVER SIZED LOFT! Wood laminate flooring downstairs and Tiles in the kitchen. Ceiling fans and more. Private backyard with Covered patio.,"Single Family Residential - Las Vegas, NV",,,339900,2494,squareFoot,2003,6969.6,squareFoot,Single Family Detached,Purchase,,2019-02-21 12:12:43.938+00,,35,awesome
2683440,Las Vegas,US,3111 BEL AIR Drive,89109,NV,6A,3,2,"STUNNING FULLY FURNISHED HIGH-RISE CONDO ON THE 6TH FLOOR OF THE REGENCY TOWERS! FLOOR-TO-CEILING WINDOWS ALONGSIDE BEDROOM & GREAT ROOM W/ ACCESS TO BALCONY + BREATHTAKING VIEWS OF THE STRIP! SPACIOUS BEDROOMS! KITCHEN W/ STAINLESS STEEL APPLIANCES & BREAKFAST BAR/COUNTER! HIGH-END AMENITIES SUCH AS CONCIERGE SERVICE, FITNESS CENTER, POOL/SPA, TENNIS COURTS, & MORE! A MUST SEE!","Residential Rental, Condo - Las Vegas, NV",,,2450,1856,squareFoot,1974,,squareFoot,Condominium,Rent,,2019-02-21 12:12:43.599+00,,47,awesome
2683435,Las Vegas,US,3111 BEL AIR Drive,89109,NV,23E,2,1,"BEAUTIFUL TOTALLY REMODELED CONDO ON THE 23RD FLOOR OF THE REGENCY TOWERS! HIGH RISE CONDO OFFERS BREATHTAKING VIEWS OF THE CITY.  SPACIOUS, OPEN FLOOR PLAN. FLOOR TO CEILING WINDOWS! GUARD GATED COMMUNITY W/ RESORT-STYLE AMENITIES SUCH AS CONCIERGE, TENNIS COURTS, COMMUNITY POOL & SPA, & FITNESS CENTER!","Residential Rental, Condo - Las Vegas, NV",,,1995,1534,squareFoot,1974,,squareFoot,Condominium,Rent,,2019-02-21 12:12:42.724+00,,34,awesome
2683432,Henderson,US,3133 GIVERNY BRIDGE Avenue,89044,NV,,3,3,"Stunning former model home with custom 2 tone paint and only the absolute best in finishes!! Wide plank hardwood
floors custom Cabinets, Granite - Huge master bedroom w/ sitting area - vaulted ceilings - This home is amazing - 3
large bedrooms + Loft","Residential Rental, Single Family - Henderson, NV",,,1895,2851,squareFoot,2007,3920.4,squareFoot,Single Family Detached,Rent,,2019-02-21 12:12:41.881+00,,40,awesome
2683431,Las Vegas,US,3400 CABANA Drive,89122,NV,2033,2,2,"Here is a terrific condo with a lot of investment potential. Whether you put a tenant in here or enjoy this condo for yourself, this is a nice 2BR/2BA condo in Black Horse Condos at Stallion Mountain. Gated community with amenities including pool and clubhouse with fitness center and more. Don't miss this opportunity. Call us today.","Condominium - Las Vegas, NV",,,139900,1053,squareFoot,2002,,squareFoot,Condominium,Purchase,,2019-02-21 12:12:40.448+00,,35,awesome
